target,texts
0,There is only a small place with couple of low maintenance rabbit. 
1,"The place is quite nice, many spots to take a pic for instagram."
0,"Overall, it's not really worthed"
0,Why they still post under the name Rabbit Town when there is no rabbit at all 
0,Amazingly waste of time to visit  
0,Bought food for entrance tickect. The food taste was horrible. 
0,overpriced and overrated.
0,I already know this is a shameless ripoff that gave birth to “selfie tourism” so my expectations is pretty low.
0,"Foodcourt payment system is awkward and not completely ready,
"
0,This “selfie tour” museum just plagiarized the work of other well known artists around the world for their own monetary gain
0,"Really bad place to spend your money, it charges you Rp32,000 just for an entry to a place where you can see rabbits (can do it at a pet shop for free), "
0,If you're a tourist just don't go here. 
1,"You want to see the Sticker Room, take out some money then off you enter."
0,It's a shame to say this but this place is a complete rip-off from other places museums such as the LA County Museum of Art and the Museum of Ice Cream. 
0,Plagiarism shouldn't be encouraged. Just a unique place for narcissists and insecure people to take selfies.
0,All the animals are overweight being given too many food and no space to move around. 
0,because it's really needed for animal maintenance
0,"I really don't appreciate plagiarism, and to give good rating will be an encouragement. "
0,Paid 65k just to go around. 
0,not recommended . 
0,"A tourist trap with many rip-off art installations from around the world, without any permit from the artist. What a shame."
0,Not recommended for hang out but its nice place and clean except the monkey  cages  Stinky
0,Fake fake fake. 
0,"Deluded copycat , 25k    for copying others work of arts . Stupid ."
0,"This ""selfie tourism"" is full of plagiarised artworks "
0,A little bit pricy and it is only for photos not worth it and not recommended
0,Small chamber for selfy with too expensive price in Bandung only
0,The worst payment system ever  they are not ready to open yet  
0,I DO NOT RECOMMEND THIS PLACE FOR FOREIGNERS. 
0,"Worst park that i ever saw in Bandung area, inside the area its only road going very deep to down and absolutely nothing to see"
1,Impressed that the theme park was built on a mountain side. 
1,"At first, I was really shocked at the ticket is sooooo cheap (25k person). "
0,Really really poor (or i can even say terrible) management.
0,"
One of the security named EDIH and his friend, just abusing a cat 
"
0,"I wish that they can just set a price, so you can access every photo spot."
0,Untidy smelly place 
0,"Truly below my expectations, staff are not friendly, and the playing area also sucks."
0,"Not well maintained at all, rides are old."
0,"The place's not really bad but the services, "
0,It was really dissapointing and not as excepted. 
0,Sorry but this place is absolutely not worth the price. 
0,Lousy place. 
0,Worn old place. 
0,Not really interesting
0,place is so so  but it took 3 -4 hrs per trip from bandung city area due to very bad traffic around dago. 30 dec.
0,Not worth to visit Don't see any interesting point of interest
0,Actually this place has a lot of great potential but we have to spend a lot of momey for not so satisfied attraction.
0,Not worth a visit.  
0,It looks like a zombie-dead-abandoned forest where every game station has no person in charge to guide the tourists (i.e : flying fox) yet they still collecting ticket charge to go in
0,Can't recommend this place 
0,Make the road to the place crowded n jammed so made local people difficult to go around while in fact nothing of significant at this place
0,"Not worth a visit, everything is pay inside , "
1,Good for take pictures
0,Dreampark? More of a nightmare. 
0,The place is not worth it. 
0,Very Bad Traffic. 
0,Unfortunately it's an abandoned place now.
0,Access road heavy traffic is very very terrible
0,Small place for mass place holiday
0,Not so recommended. 
0,"First of all, its very pale comparison to few years ago"
1,"The experience is very fun actually, beautiful environment to enjoy too"
0,"Nothing much to see, not worth the money, and another place to see animal cruelty"
0,Too crowded on weekend. The place was too cramped and not convenient.    
0,Maybe because I'm local to Bandung. But I don't see anything special here 
0,I would give it 5 stars if this place is not the reason lembang is even more congested than before.
0,"Not for me, to small nothing exciting"
0,"I do not like the way the animals were treated. For instance, the calves. . "
0,The photos shared in Facebook are overrated. Small and crowded place  
0,But what do you expect? Want to show off on instagram to get like as much as you want despite the wasting time you'd sacrificed?
0,Calfs are incredibly skinny and severely malnourished.
0,"Buy THEIR vegetable (outside veg not allowed), to feed THEIR animal . I guess I cannot bring my own sheep"
1,"Good place , "
0,"you pay for almost everything here  
"
0,Nothing special. I thought that there will have farms. 
0,"Too overrated just for a ""instagrammable"" place. "
0,"Nothing to do, just taking picture, wearing boring costume,"
0,"Plugs the traffic, open at 9am but people starts to line up since 7. Since it was built on the main route from Bandung to Lembang, it blocks the whole route and makes a big, ugly traffic jam."
0,WARNING: THIS MAY NOT BE THAT FARMHOUSE YOU ARE SEARCHING FOR. I'm not hating this place. 
0,They should inform that the ticket (25k) can only be redeem in the restaurant as long as we spend minimum 25k  
0,Don't go there on holiday season. You won't be able to enjoy the scenery or flower there
0,"Too western style, too many people doing selfies. No local culture found here."
0,"This is a place for taking selfy photos only. Furthermore, the road nearby become extremely traffic because of this place."
0,The security doesn't harmfull.
0,Wasting time  Only suitable for narsistic and wannabe person. Only stupid person who come twice to this overpromised place.
0,Its hard to find parking area.
0,"poor  bad parking management, no atm no debit accepted only cash"
0,I don't have any good impression here. Better to spend time around
0,"Too touristy and money oriented. Each cafe, you need to pay for entrance fee and they will give you 'cashback' for the meals but doesn't not worth at all."
